slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
0	0	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1241	0	2546	1810	1677	133	5597	0	0	0	0	0	0.0	0.0	0.0	0.0
1	2	0	0	0	32	16	32	1	3072	1024	0	7168	1024	1024	0	9216	2237	792	17497	2474	2184	290	23000	1	16	10879	6324	294	4359.168000000001	2533.999304347826	117.80452173913044	430.8229565217392
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1436	0	2009	559	32	527	4004	0	0	0	0	0	0.0	0.0	0.0	0.0
3	4	128	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1459	0	1623	162	30	132	3244	0	0	0	0	0	0.0	0.0	0.0	0.0
4	7	384	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1628	0	1182	181	35	146	2991	0	0	0	0	0	0.0	0.0	0.0	0.0
5	8	0	5	0	0	0	0	1	0	0	0	25600	1024	0	1024	26624	2193	0	64343	175	37	138	66711	0	0	0	0	0	0.0	0.0	0.0	0.0
6	9	0	0	0	32	16	32	1	3072	1024	0	8192	2048	2048	0	11264	2283	1087	20585	3784	3653	131	27739	1	16	7101	13372	112	2883.5092829590108	5429.979739716645	45.479937993438845	519.5930639172285
7	10	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1567	0	2321	2957	2824	133	6845	0	0	0	0	0	0.0	0.0	0.0	0.0
8	11	0	0	0	32	16	32	1	3072	1024	1024	7168	1024	1024	0	10240	2278	1005	18968	2378	2198	180	24629	1	16	10779	7673	516	4481.585123228714	3190.2034187340128	214.53733403711072	479.4867838726704
9	13	0	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	2008	0	6903	159	30	129	9070	0	0	0	0	0	0.0	0.0	0.0	0.0
10	14	0	0	0	32	16	32	1	3072	1024	0	14336	2048	2048	0	17408	1329	1020	35471	5540	5310	230	43360	1	32	17367	17809	295	6972.433948339483	7149.886346863469	118.43542435424354	441.32250922509223
11	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1301	0	2548	1981	1833	148	5830	0	0	0	0	0	0.0	0.0	0.0	0.0
12	17	0	0	0	32	16	32	1	3072	1024	0	7168	1024	1024	0	9216	2360	873	16752	2846	2700	146	22831	1	16	9853	6673	226	3977.2786124129475	2693.634444395778	91.2275415005913	416.9320660505453
13	20	0	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1285	0	2167	195	32	163	3647	0	0	0	0	0	0.0	0.0	0.0	0.0
14	19	128	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1410	0	1655	183	30	153	3248	0	0	0	0	0	0.0	0.0	0.0	0.0
15	21	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1173	0	1259	193	30	163	2625	0	0	0	0	0	0.0	0.0	0.0	0.0
16	23	0	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	1911	0	64577	167	30	137	66655	0	0	0	0	0	0.0	0.0	0.0	0.0
17	24	0	0	0	32	16	32	1	3072	1024	0	9216	1024	1024	0	11264	1571	990	21459	4060	3930	130	28080	1	16	10297	10758	404	4130.534472934472	4315.459829059829	162.06039886039886	527.8746438746439
18	25	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1464	0	2998	1625	1485	140	6087	0	0	0	0	0	0.0	0.0	0.0	0.0
19	26	0	0	0	32	16	32	1	3072	1024	0	8192	1024	1024	0	10240	1542	1368	18976	2812	2529	283	24698	1	16	9975	8811	190	4135.719491456798	3653.1152320025913	78.77560936108186	486.80217021621183
20	28	0	4	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1377	0	7104	160	30	130	8641	0	0	0	0	0	0.0	0.0	0.0	0.0
21	29	0	0	0	32	16	32	1	3072	1024	0	15360	1024	1024	0	17408	2171	1073	37115	3841	3711	130	44200	1	32	20189	16672	254	7951.36	6566.203076923077	100.03692307692307	453.67384615384617
22	30	0	1	0	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1501	0	2640	1824	1690	134	5965	0	0	0	0	0	0.0	0.0	0.0	0.0
23	32	0	0	0	32	16	32	1	3072	1024	1024	6144	1024	1024	0	9216	2336	1086	16509	2897	2498	399	22828	1	16	9413	6957	139	3800.166812686175	2808.64342036096	56.11634834413878	413.050639565446
24	35	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1340	0	2261	534	31	503	4135	0	0	0	0	0	0.0	0.0	0.0	0.0
25	34	128	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1402	0	1676	169	37	132	3247	0	0	0	0	0	0.0	0.0	0.0	0.0
26	37	384	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1394	0	1350	168	37	131	2912	0	0	0	0	0	0.0	0.0	0.0	0.0
27	38	0	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	1878	0	65112	161	30	131	67151	0	0	0	0	0	0.0	0.0	0.0	0.0
28	39	0	0	0	32	16	32	1	3072	1024	1024	8192	1024	1024	0	11264	3498	1093	20825	3926	3573	353	29342	1	16	14485	6021	319	5560.597096312453	2311.3810919501057	122.45981868993252	491.9986367664099
29	40	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1701	0	2702	2729	2591	138	7132	0	0	0	0	0	0.0	0.0	0.0	0.0
30	42	0	0	0	32	16	32	1	3072	1024	0	7168	2048	2048	0	10240	2825	940	18161	3765	3618	147	25691	1	16	10584	7211	366	4218.604180452298	2874.1831769880505	145.88143707913278	443.29920984002183
31	43	0	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1616	0	6713	164	30	134	8493	0	0	0	0	0	0.0	0.0	0.0	0.0
