slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1196	0	3555	1541	1415	126	6292	rmsnorm	8	1196	90	3465	1541
1	2	0	0	1	32	16	16	1	1536	1024	1024	10240	1024	1024	0	13312	2339	643	25765	2341	2088	253	31088	gemm	0	2339	14200	12208	2341
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1355	0	2084	481	30	451	3920	rope	0	1355	0	2084	481
3	4	128	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1387	0	2396	479	30	449	4262	rope	0	1387	0	2396	479
4	7	384	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1622	0	1080	158	30	128	2860	kvappend	0	1622	0	1080	158
5	8	0	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	1952	0	63197	146	30	116	65295	attention	2	1952	56	63141	146
6	9	0	0	0	32	16	16	1	1536	1024	1024	9216	2048	1024	1024	13312	2682	613	24448	3686	3556	130	31429	gemm	0	2682	11916	13145	3686
7	10	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1425	0	3559	2079	1962	117	7063	rmsnorm	8	1425	91	3468	2079
8	11	0	0	0	32	16	16	1	1536	1024	0	9216	1024	0	1024	11264	2467	791	21992	2420	2227	193	27670	gemm	0	2467	12885	9898	2420
9	13	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1213	0	6537	156	33	123	7906	elementwise	0	1213	0	6537	156
10	14	0	0	0	32	16	16	1	1536	1024	0	16384	2048	2048	0	19456	2451	670	41080	4586	4469	117	48787	gemm	0	2451	25372	16378	4586
11	15	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1390	0	3095	2021	1899	122	6506	rmsnorm	8	1390	92	3003	2021
12	17	0	0	0	32	16	16	1	1536	1024	0	8192	1024	0	1024	10240	2299	672	19650	2694	2336	358	25315	gemm	0	2299	12471	7851	2694
13	20	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1599	0	1558	470	30	440	3627	rope	0	1599	0	1558	470
14	19	128	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1488	0	1648	152	34	118	3288	rope	0	1488	0	1648	152
15	21	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1445	0	1313	160	31	129	2918	kvappend	0	1445	0	1313	160
16	23	0	5	0	0	0	0	1	0	0	0	25600	0	0	0	25600	1714	0	62850	206	53	153	64770	attention	2	1714	53	62797	206
17	24	0	0	0	32	16	16	1	1536	0	1024	11264	1024	1024	0	13312	1533	903	27620	3034	2906	128	33090	gemm	0	1533	19284	9239	3034
18	25	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1649	0	3121	2043	1918	125	6813	rmsnorm	8	1649	91	3030	2043
19	26	0	0	0	32	16	16	1	1536	1024	1024	9216	1024	1024	0	12288	2753	658	22833	2974	2553	421	29218	gemm	0	2753	13433	10058	2974
