event_index	stage	group	fanin	publish_ns
0	0	4294967295	0	0
1	1	4294967295	0	0
2	2	4294967295	0	0
3	3	4294967295	0	0
4	4	4294967295	0	0
5	5	4294967295	0	0
6	6	4294967295	0	0
7	7	4294967295	0	0
8	8	4294967295	0	0
9	9	4294967295	0	0
10	10	4294967295	0	0
11	11	4294967295	0	0
12	12	4294967295	0	0
13	13	4294967295	0	0
14	14	4294967295	0	0
15	15	4294967295	0	0
16	16	4294967295	0	0
17	17	4294967295	0	0
18	18	4294967295	0	0
19	19	4294967295	0	0
20	20	4294967295	0	0
21	21	4294967295	0	0
22	22	4294967295	0	0
23	23	4294967295	0	0
24	24	4294967295	0	0
25	25	4294967295	0	0
26	26	4294967295	0	0
27	27	4294967295	0	0
28	28	4294967295	0	0
29	29	4294967295	0	0
30	0	0	1	1789581846794428416
31	0	1	1	1789581846794427392
32	0	2	1	1789581846794427392
33	0	3	1	1789581846794427392
34	1	4294967295	32	1789581846794435584
35	2	4294967295	16	1789581846794435584
36	3	4294967295	16	1789581846794435584
37	4	0	1	1789581846794437632
38	4	1	1	1789581846794437632
39	4	2	1	1789581846794437632
40	4	3	1	1789581846794437632
41	4	4	1	1789581846794437632
42	4	5	1	1789581846794437632
43	4	6	1	1789581846794437632
44	4	7	1	1789581846794437632
45	4	8	1	1789581846794437632
46	4	9	1	1789581846794438656
47	4	10	1	1789581846794437632
48	4	11	1	1789581846794437632
49	4	12	1	1789581846794437632
50	4	13	1	1789581846794437632
51	4	14	1	1789581846794437632
52	4	15	1	1789581846794437632
53	5	0	1	1789581846794438656
54	5	1	1	1789581846794438656
55	5	2	1	1789581846794438656
56	5	3	1	1789581846794437632
57	5	4	1	1789581846794437632
58	5	5	1	1789581846794438656
59	5	6	1	1789581846794438656
60	5	7	1	1789581846794438656
61	6	4294967295	8	1789581846794440704
62	7	4294967295	8	1789581846794437632
63	8	0	1	1789581846794446848
64	8	1	1	1789581846794446848
65	8	2	1	1789581846794445824
66	8	3	1	1789581846794445824
67	8	4	1	1789581846794445824
68	8	5	1	1789581846794445824
69	8	6	1	1789581846794446848
70	8	7	1	1789581846794445824
71	8	8	1	1789581846794445824
72	8	9	1	1789581846794445824
73	8	10	1	1789581846794445824
74	8	11	1	1789581846794445824
75	8	12	1	1789581846794445824
76	8	13	1	1789581846794445824
77	8	14	1	1789581846794445824
78	8	15	1	1789581846794445824
79	9	0	1	1789581846794455040
80	9	1	1	1789581846794455040
81	9	2	1	1789581846794454016
82	9	3	1	1789581846794454016
83	9	4	1	1789581846794454016
84	9	5	1	1789581846794454016
85	9	6	1	1789581846794454016
86	9	7	1	1789581846794454016
87	9	8	1	1789581846794454016
88	9	9	1	1789581846794454016
89	9	10	1	1789581846794454016
90	9	11	1	1789581846794454016
91	9	12	1	1789581846794454016
92	9	13	1	1789581846794454016
93	9	14	1	1789581846794454016
94	9	15	1	1789581846794454016
95	9	16	1	1789581846794454016
96	9	17	1	1789581846794454016
97	9	18	1	1789581846794454016
98	9	19	1	1789581846794454016
99	9	20	1	1789581846794454016
100	9	21	1	1789581846794454016
101	9	22	1	1789581846794454016
102	9	23	1	1789581846794454016
103	9	24	1	1789581846794454016
104	9	25	1	1789581846794454016
105	9	26	1	1789581846794454016
106	9	27	1	1789581846794454016
107	9	28	1	1789581846794454016
108	9	29	1	1789581846794454016
109	9	30	1	1789581846794454016
110	9	31	1	1789581846794454016
111	10	0	1	1789581846794459136
112	10	1	1	1789581846794459136
113	10	2	1	1789581846794459136
114	10	3	1	1789581846794458112
115	11	0	1	1789581846794467328
116	11	1	1	1789581846794466304
117	11	2	1	1789581846794466304
118	11	3	1	1789581846794466304
119	11	4	1	1789581846794466304
120	11	5	1	1789581846794466304
121	11	6	1	1789581846794466304
122	11	7	1	1789581846794466304
123	11	8	1	1789581846794466304
124	11	9	1	1789581846794466304
125	11	10	1	1789581846794466304
126	11	11	1	1789581846794466304
127	11	12	1	1789581846794466304
128	11	13	1	1789581846794466304
129	11	14	1	1789581846794466304
130	11	15	1	1789581846794466304
131	11	16	1	1789581846794466304
132	11	17	1	1789581846794466304
133	11	18	1	1789581846794466304
134	11	19	1	1789581846794466304
