event_index	stage	group	fanin	publish_ns
0	0	4294967295	0	0
1	1	4294967295	0	0
2	2	4294967295	0	0
3	3	4294967295	0	0
4	4	4294967295	0	0
5	5	4294967295	0	0
6	6	4294967295	0	0
7	7	4294967295	0	0
8	8	4294967295	0	0
9	9	4294967295	0	0
10	10	4294967295	0	0
11	11	4294967295	0	0
12	12	4294967295	0	0
13	13	4294967295	0	0
14	14	4294967295	0	0
15	15	4294967295	0	0
16	16	4294967295	0	0
17	17	4294967295	0	0
18	18	4294967295	0	0
19	19	4294967295	0	0
20	20	4294967295	0	0
21	21	4294967295	0	0
22	22	4294967295	0	0
23	23	4294967295	0	0
24	24	4294967295	0	0
25	25	4294967295	0	0
26	26	4294967295	0	0
27	27	4294967295	0	0
28	28	4294967295	0	0
29	29	4294967295	0	0
30	0	0	1	1789234439179455488
31	0	1	1	1789234439179455488
32	0	2	1	1789234439179455488
33	0	3	1	1789234439179454464
34	1	4294967295	4	1789234439179502592
35	2	4294967295	2	1789234439179479040
36	3	4294967295	2	1789234439179525120
37	4	0	1	1789234439179533312
38	4	1	1	1789234439179531264
39	4	2	1	1789234439179505664
40	4	3	1	1789234439179504640
41	4	4	1	1789234439179505664
42	4	5	1	1789234439179505664
43	4	6	1	1789234439179505664
44	4	7	1	1789234439179505664
45	4	8	1	1789234439179505664
46	4	9	1	1789234439179504640
47	4	10	1	1789234439179505664
48	4	11	1	1789234439179505664
49	4	12	1	1789234439179505664
50	4	13	1	1789234439179504640
51	4	14	1	1789234439179504640
52	4	15	1	1789234439179504640
53	5	0	1	1789234439179529216
54	5	1	1	1789234439179528192
55	5	2	1	1789234439179482112
56	5	3	1	1789234439179482112
57	5	4	1	1789234439179483136
58	5	5	1	1789234439179483136
59	5	6	1	1789234439179483136
60	5	7	1	1789234439179483136
61	6	4294967295	8	1789234439179539456
62	7	4294967295	8	1789234439179536384
63	8	0	1	1789234439179546624
64	8	1	1	1789234439179546624
65	8	2	1	1789234439179546624
66	8	3	1	1789234439179545600
67	8	4	1	1789234439179545600
68	8	5	1	1789234439179546624
69	8	6	1	1789234439179545600
70	8	7	1	1789234439179545600
71	8	8	1	1789234439179545600
72	8	9	1	1789234439179545600
73	8	10	1	1789234439179545600
74	8	11	1	1789234439179545600
75	8	12	1	1789234439179545600
76	8	13	1	1789234439179545600
77	8	14	1	1789234439179545600
78	8	15	1	1789234439179545600
79	9	0	1	1789234439179573248
80	9	1	1	1789234439179573248
81	9	2	1	1789234439179572224
82	9	3	1	1789234439179572224
83	10	0	1	1789234439179577344
84	10	1	1	1789234439179577344
85	10	2	1	1789234439179577344
86	10	3	1	1789234439179577344
87	11	0	1	1789234439179601920
88	11	1	1	1789234439179601920
89	11	2	1	1789234439179600896
90	11	3	1	1789234439179600896
91	11	4	1	1789234439179600896
92	11	5	1	1789234439179600896
93	11	6	1	1789234439179600896
94	11	7	1	1789234439179600896
95	12	0	1	1789234439179624448
96	12	1	1	1789234439179624448
97	12	2	1	1789234439179624448
98	12	3	1	1789234439179624448
99	12	4	1	1789234439179624448
100	12	5	1	1789234439179624448
101	12	6	1	1789234439179623424
102	12	7	1	1789234439179624448
103	13	0	1	1789234439179630592
104	13	1	1	1789234439179630592
105	13	2	1	1789234439179629568
106	13	3	1	1789234439179629568
107	14	0	1	1789234439179674624
108	14	1	1	1789234439179675648
109	14	2	1	1789234439179674624
110	14	3	1	1789234439179675648
111	15	0	1	1789234439179679744
112	15	1	1	1789234439179679744
113	15	2	1	1789234439179678720
114	15	3	1	1789234439179679744
115	16	4294967295	4	1789234439179726848
116	17	4294967295	2	1789234439179703296
117	18	4294967295	2	1789234439179749376
118	19	0	1	1789234439179755520
119	19	1	1	1789234439179757568
120	19	2	1	1789234439179730944
121	19	3	1	1789234439179729920
122	19	4	1	1789234439179730944
123	19	5	1	1789234439179730944
124	19	6	1	1789234439179730944
125	19	7	1	1789234439179730944
126	19	8	1	1789234439179729920
127	19	9	1	1789234439179729920
128	19	10	1	1789234439179729920
129	19	11	1	1789234439179730944
130	19	12	1	1789234439179730944
131	19	13	1	1789234439179729920
132	19	14	1	1789234439179729920
133	19	15	1	1789234439179729920
134	20	0	1	1789234439179751424
