wait_index	producer	group	event_index
0	0	0	88
1	0	0	88
2	0	0	88
3	0	0	88
4	0	0	88
5	5	0	251
6	5	1	252
7	5	2	253
8	5	3	254
9	6	4294967295	283
10	7	0	284
11	9	4294967295	324
12	10	4294967295	325
13	7	2	286
14	7	4	288
15	7	6	290
16	7	10	294
17	7	14	298
18	7	18	302
19	7	22	306
20	7	26	310
21	7	30	314
22	11	4294967295	326
23	12	0	327
24	12	1	328
25	12	2	329
26	12	3	330
27	12	32	359
28	12	33	360
29	12	34	361
30	12	35	362
31	12	64	391
32	12	65	392
33	12	66	393
34	12	67	394
35	12	96	423
36	12	97	424
37	12	98	425
38	12	99	426
39	13	0	455
40	13	1	456
41	13	2	457
42	13	3	458
43	13	4	459
44	13	5	460
45	13	6	461
46	13	7	462
47	14	0	463
48	0	0	88
49	14	0	463
50	15	96	560
51	15	97	561
52	15	98	562
53	15	99	563
54	20	0	1417
55	20	1	1418
56	20	2	1419
57	20	3	1420
58	21	0	1545
59	21	1	1546
60	21	2	1547
61	21	3	1548
62	21	4	1549
63	21	5	1550
64	21	6	1551
65	21	7	1552
66	22	0	1553
67	0	0	88
68	14	0	463
69	15	156	620
70	15	157	621
71	15	158	622
72	15	159	623
73	20	4	1421
74	20	5	1422
75	20	6	1423
76	20	7	1424
77	21	0	1545
78	21	1	1546
79	21	2	1547
80	21	3	1548
81	21	4	1549
82	21	5	1550
83	21	6	1551
84	21	7	1552
85	22	0	1553
86	0	0	88
87	14	0	463
88	15	248	712
89	15	249	713
90	15	250	714
91	15	251	715
92	20	8	1425
93	20	9	1426
94	20	10	1427
95	20	11	1428
96	21	0	1545
97	21	1	1546
98	21	2	1547
99	21	3	1548
100	21	4	1549
101	21	5	1550
102	21	6	1551
103	21	7	1552
104	22	0	1553
105	0	0	88
106	14	0	463
107	15	252	716
108	15	253	717
109	15	254	718
110	15	255	719
111	20	12	1429
112	20	13	1430
113	20	14	1431
114	20	15	1432
115	21	0	1545
116	21	1	1546
117	21	2	1547
118	21	3	1548
119	21	4	1549
120	21	5	1550
121	21	6	1551
122	21	7	1552
123	22	0	1553
124	0	0	88
125	14	0	463
126	15	336	800
127	15	337	801
128	15	338	802
129	15	339	803
130	20	16	1433
131	20	17	1434
132	20	18	1435
133	20	19	1436
134	25	0	1683
135	25	1	1684
136	25	2	1685
137	25	3	1686
138	26	4294967295	1715
139	30	0	1781
140	30	2	1783
141	30	4	1785
142	30	6	1787
143	29	8	1757
144	31	4294967295	1789
145	32	4294967295	1790
146	29	12	1761
147	29	16	1765
148	29	20	1769
149	29	24	1773
150	29	28	1777
151	58	0	3393
152	59	0	3394
153	59	1	3395
154	59	2	3396
155	59	3	3397
156	61	196	4066
157	61	197	4067
158	61	198	4068
159	61	199	4069
160	60	0	3842
161	60	1	3843
162	60	2	3844
163	60	3	3845
164	60	4	3846
165	60	5	3847
166	60	6	3848
167	60	7	3849
168	60	8	3850
169	60	9	3851
170	60	10	3852
171	60	11	3853
172	60	12	3854
173	60	13	3855
174	60	14	3856
175	60	15	3857
176	60	16	3858
177	60	17	3859
178	60	18	3860
179	60	19	3861
180	60	20	3862
181	60	21	3863
182	60	22	3864
183	60	23	3865
184	60	24	3866
185	60	25	3867
186	60	26	3868
187	60	27	3869
188	62	0	4318
189	62	1	4319
190	62	2	4320
191	62	3	4321
192	62	4	4322
193	62	5	4323
194	62	6	4324
195	62	7	4325
196	62	8	4326
197	62	9	4327
198	62	10	4328
199	62	11	4329
200	62	12	4330
201	62	13	4331
202	62	14	4332
203	62	15	4333
204	62	16	4334
205	62	17	4335
206	62	18	4336
207	62	19	4337
208	62	20	4338
209	62	21	4339
210	62	22	4340
211	62	23	4341
212	62	24	4342
213	62	25	4343
214	62	26	4344
215	62	27	4345
216	57	0	3385
217	63	0	4346
218	57	1	3386
219	57	2	3387
220	57	3	3388
221	57	4	3389
222	57	5	3390
223	57	6	3391
224	57	7	3392
225	0	0	88
226	14	0	463
227	15	340	804
228	15	341	805
229	15	342	806
230	15	343	807
231	20	20	1437
232	20	21	1438
233	20	22	1439
234	20	23	1440
235	25	4	1687
236	25	5	1688
237	25	6	1689
238	25	7	1690
239	26	4294967295	1715
240	30	0	1781
241	30	2	1783
242	30	4	1785
243	30	6	1787
244	29	8	1757
245	31	4294967295	1789
246	32	4294967295	1790
247	29	12	1761
248	29	16	1765
249	29	20	1769
250	29	24	1773
251	29	28	1777
252	58	0	3393
253	59	4	3398
254	59	5	3399
255	59	6	3400
256	59	7	3401
257	61	288	4158
258	61	289	4159
259	61	290	4160
260	61	291	4161
261	60	0	3842
262	60	1	3843
263	60	2	3844
264	60	3	3845
265	60	4	3846
266	60	5	3847
267	60	6	3848
268	60	7	3849
269	60	8	3850
270	60	9	3851
271	60	10	3852
272	60	11	3853
273	60	12	3854
274	60	13	3855
275	60	14	3856
276	60	15	3857
277	60	16	3858
278	60	17	3859
279	60	18	3860
280	60	19	3861
281	60	20	3862
282	60	21	3863
283	60	22	3864
284	60	23	3865
285	60	24	3866
286	60	25	3867
287	60	26	3868
288	60	27	3869
289	62	0	4318
290	62	1	4319
291	62	2	4320
292	62	3	4321
293	62	4	4322
294	62	5	4323
295	62	6	4324
296	62	7	4325
297	62	8	4326
298	62	9	4327
299	62	10	4328
300	62	11	4329
301	62	12	4330
302	62	13	4331
303	62	14	4332
304	62	15	4333
305	62	16	4334
306	62	17	4335
307	62	18	4336
308	62	19	4337
309	62	20	4338
310	62	21	4339
311	62	22	4340
312	62	23	4341
313	62	24	4342
314	62	25	4343
315	62	26	4344
316	62	27	4345
317	57	0	3385
318	63	0	4346
319	57	1	3386
320	57	2	3387
321	57	3	3388
322	57	4	3389
323	57	5	3390
324	57	6	3391
325	57	7	3392
326	0	0	88
327	14	0	463
328	15	344	808
329	15	345	809
330	15	346	810
331	15	347	811
332	20	24	1441
333	20	25	1442
334	20	26	1443
335	20	27	1444
336	25	8	1691
337	25	9	1692
338	25	10	1693
339	25	11	1694
340	26	4294967295	1715
341	30	0	1781
342	30	2	1783
343	30	4	1785
344	30	6	1787
345	29	8	1757
346	31	4294967295	1789
347	32	4294967295	1790
348	29	12	1761
349	29	16	1765
350	29	20	1769
351	29	24	1773
352	29	28	1777
353	58	0	3393
354	59	8	3402
355	59	9	3403
356	59	10	3404
357	59	11	3405
358	64	0	4347
359	64	1	4348
360	64	2	4349
361	64	3	4350
362	65	0	4475
363	65	1	4476
364	65	2	4477
365	65	3	4478
366	65	4	4479
367	65	5	4480
368	65	6	4481
369	65	7	4482
370	66	0	4483
371	0	0	88
372	1	96	185
373	1	97	186
374	1	98	187
375	1	99	188
376	2	4294967295	217
377	14	0	463
378	17	60	1000
379	17	61	1001
380	17	62	1002
381	17	63	1003
382	25	12	1695
383	25	13	1696
384	25	14	1697
385	25	15	1698
386	22	0	1553
387	26	4294967295	1715
388	30	0	1781
389	30	2	1783
390	30	5	1786
391	30	6	1787
392	29	8	1757
393	31	4294967295	1789
394	32	4294967295	1790
