slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles
0	0	0	1	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1455	0	2350	1917	1729	188	5722
1	2	0	0	0	128	128	16	1	8192	1024	0	16384	2048	2048	0	19456	2314	1011	46807	4260	3805	455	54392
2	1	0	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2321	1064	46802	3715	3260	455	53902
3	3	0	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2327	1055	46801	3967	3515	452	54150
4	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1296	0	1656	217	30	187	3169
5	4	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1294	0	1559	217	30	187	3070
6	7	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1606	0	993	218	30	188	2817
7	6	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1327	0	957	218	30	188	2502
8	8	0	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1710	0	8771	218	30	188	10699
9	9	0	0	0	128	128	16	1	8192	0	1024	16384	4096	4096	0	21504	2330	1073	46823	10815	10362	453	61041
10	10	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1351	0	2300	1912	1724	188	5563
11	11	0	0	1	128	128	16	1	8192	1024	0	17408	2048	1024	1024	20480	2308	1059	46787	4548	4094	454	54702
12	12	0	0	0	128	128	16	1	8192	0	1024	16384	2048	1024	1024	19456	2322	991	46798	3763	3311	452	53874
13	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1357	0	6676	218	30	188	8251
14	14	0	0	0	128	128	16	1	8192	1024	0	33792	4096	4096	0	38912	2320	1060	93656	10699	10246	453	107735
