producer	consumer	direction	oracle	coordinate	expected	actual	equal
19	20	0	General	0	4	4	1
19	20	0	General	16	4	4	1
19	20	0	General	31	4	4	1
19	20	1	General	0	32	32	1
19	20	1	General	2	32	32	1
19	20	1	General	3	32	32	1
20	21	0	General	0	128	128	1
20	21	0	General	2	128	128	1
20	21	0	General	3	128	128	1
20	21	1	General	0	4	4	1
20	21	1	General	64	4	4	1
20	21	1	General	127	4	4	1
21	22	0	Unique	0	1	1	1
21	22	0	Unique	64	1	1	1
21	22	0	Unique	127	1	1	1
21	22	1	General	0	4	4	1
21	22	1	General	16	4	4	1
21	22	1	General	31	4	4	1
20	23	0	General	0	256	256	1
20	23	0	General	2	256	256	1
20	23	0	General	3	256	256	1
20	23	1	General	0	4	4	1
20	23	1	General	128	4	4	1
20	23	1	General	255	4	4	1
23	24	0	Unique	0	1	1	1
23	24	0	Unique	128	1	1	1
23	24	0	Unique	255	1	1	1
23	24	1	General	0	16	16	1
23	24	1	General	8	16	16	1
23	24	1	General	15	16	16	1
20	25	0	General	0	256	256	1
20	25	0	General	2	256	256	1
20	25	0	General	3	256	256	1
20	25	1	General	0	4	4	1
20	25	1	General	128	4	4	1
20	25	1	General	255	4	4	1
25	26	0	Unique	0	1	1	1
25	26	0	Unique	128	1	1	1
25	26	0	Unique	255	1	1	1
25	26	1	General	0	16	16	1
25	26	1	General	8	16	16	1
25	26	1	General	15	16	16	1
22	27	0	General	0	16	16	1
22	27	0	General	16	16	16	1
22	27	0	General	31	16	16	1
22	27	1	General	0	32	32	1
22	27	1	General	8	32	32	1
22	27	1	General	15	32	32	1
24	28	0	General	0	8	8	1
24	28	0	General	8	8	8	1
24	28	0	General	15	8	8	1
24	28	1	General	0	16	16	1
24	28	1	General	4	16	16	1
24	28	1	General	7	16	16	1
28	29	0	Unique	0	1	1	1
28	29	0	Unique	4	1	1	1
28	29	0	Unique	7	1	1	1
28	29	1	Unique	0	1	1	1
28	29	1	Unique	4	1	1	1
28	29	1	Unique	7	1	1	1
26	30	0	General	0	8	8	1
26	30	0	General	8	8	8	1
26	30	0	General	15	8	8	1
26	30	1	General	0	16	16	1
26	30	1	General	4	16	16	1
26	30	1	General	7	16	16	1
27	31	0	Unique	0	1	1	1
27	31	0	Unique	8	1	1	1
27	31	0	Unique	15	1	1	1
27	31	1	Unique	0	1	1	1
27	31	1	Unique	8	1	1	1
27	31	1	Unique	15	1	1	1
29	31	0	General	0	16	16	1
29	31	0	General	4	16	16	1
29	31	0	General	7	16	16	1
29	31	1	General	0	8	8	1
29	31	1	General	8	8	8	1
29	31	1	General	15	8	8	1
30	31	0	General	0	16	16	1
30	31	0	General	4	16	16	1
30	31	0	General	7	16	16	1
30	31	1	General	0	8	8	1
30	31	1	General	8	8	8	1
30	31	1	General	15	8	8	1
19	32	0	Unique	0	1	1	1
19	32	0	Unique	16	1	1	1
19	32	0	Unique	31	1	1	1
19	32	1	Unique	0	1	1	1
19	32	1	Unique	256	0	0	1
19	32	1	Unique	511	0	0	1
31	32	0	General	0	512	512	1
31	32	0	General	8	512	512	1
31	32	0	General	15	512	512	1
31	32	1	General	0	16	16	1
31	32	1	General	256	16	16	1
31	32	1	General	511	16	16	1
19	33	0	Unique	0	1	1	1
19	33	0	Unique	16	1	1	1
19	33	0	Unique	31	1	1	1
19	33	1	Unique	0	1	1	1
19	33	1	Unique	16	1	1	1
19	33	1	Unique	31	1	1	1
32	33	0	Unique	0	1	1	1
32	33	0	Unique	256	1	1	1
32	33	0	Unique	511	1	1	1
32	33	1	General	0	16	16	1
32	33	1	General	16	16	16	1
32	33	1	General	31	16	16	1
33	34	0	General	0	4	4	1
33	34	0	General	16	4	4	1
33	34	0	General	31	4	4	1
33	34	1	General	0	32	32	1
33	34	1	General	2	32	32	1
33	34	1	General	3	32	32	1
34	35	0	General	0	64	64	1
34	35	0	General	2	64	64	1
34	35	0	General	3	64	64	1
34	35	1	General	0	4	4	1
34	35	1	General	32	4	4	1
34	35	1	General	63	4	4	1
34	36	0	General	0	64	64	1
34	36	0	General	2	64	64	1
34	36	0	General	3	64	64	1
34	36	1	General	0	4	4	1
34	36	1	General	32	4	4	1
34	36	1	General	63	4	4	1
35	37	0	General	0	4	4	1
35	37	0	General	32	4	4	1
35	37	0	General	63	4	4	1
35	37	1	General	0	64	64	1
35	37	1	General	2	64	64	1
35	37	1	General	3	64	64	1
36	37	0	General	0	4	4	1
36	37	0	General	32	4	4	1
36	37	0	General	63	4	4	1
36	37	1	General	0	64	64	1
36	37	1	General	2	64	64	1
36	37	1	General	3	64	64	1
33	38	0	Unique	0	1	1	1
33	38	0	Unique	16	1	1	1
33	38	0	Unique	31	1	1	1
33	38	1	Unique	0	1	1	1
33	38	1	Unique	256	0	0	1
33	38	1	Unique	511	0	0	1
37	38	0	General	0	512	512	1
37	38	0	General	2	512	512	1
37	38	0	General	3	512	512	1
37	38	1	General	0	4	4	1
37	38	1	General	256	4	4	1
37	38	1	General	511	4	4	1
33	39	0	Unique	0	1	1	1
33	39	0	Unique	16	1	1	1
33	39	0	Unique	31	1	1	1
33	39	1	Unique	0	1	1	1
33	39	1	Unique	16	1	1	1
33	39	1	Unique	31	1	1	1
38	39	0	Unique	0	1	1	1
38	39	0	Unique	256	1	1	1
38	39	0	Unique	511	1	1	1
38	39	1	General	0	16	16	1
38	39	1	General	16	16	16	1
38	39	1	General	31	16	16	1
STRUCTURE 1:1 edges=10
STRUCTURE M:N edges=31
STRUCTURE N:1 edges=10
ORACLE_KIND General directions=72
ORACLE_KIND Unique directions=30
ORACLE_SET_EQUAL comparisons=306 PASS
