wait_index	producer	group	event_index
0	8	1	1495
1	8	2	1496
2	8	3	1497
3	8	4	1498
4	8	5	1499
5	8	6	1500
6	8	7	1501
7	8	8	1502
8	8	9	1503
9	8	10	1504
10	8	11	1505
11	8	12	1506
12	8	13	1507
13	8	14	1508
14	8	15	1509
15	8	16	1510
16	8	17	1511
17	8	18	1512
18	8	19	1513
19	8	20	1514
20	8	21	1515
21	8	22	1516
22	8	23	1517
23	8	24	1518
24	8	25	1519
25	8	26	1520
26	8	27	1521
27	8	28	1522
28	8	29	1523
29	8	30	1524
30	8	31	1525
31	9	4294967295	1750
32	10	0	1751
33	12	4294967295	1775
34	13	4294967295	1776
35	14	4294967295	1777
36	15	385	2163
37	15	386	2164
38	15	387	2165
39	15	388	2166
40	15	389	2167
41	15	390	2168
42	15	391	2169
43	15	392	2170
44	15	393	2171
45	15	394	2172
46	15	395	2173
47	15	396	2174
48	15	397	2175
49	15	398	2176
50	15	399	2177
51	15	400	2178
52	15	401	2179
53	15	402	2180
54	15	403	2181
55	15	404	2182
56	15	405	2183
57	15	406	2184
58	15	407	2185
59	15	408	2186
60	15	409	2187
61	15	410	2188
62	15	411	2189
63	15	412	2190
64	15	413	2191
65	15	414	2192
66	15	415	2193
67	16	0	2290
68	16	1	2291
69	16	2	2292
70	16	3	2293
71	16	4	2294
72	16	5	2295
73	16	6	2296
74	16	7	2297
75	16	8	2298
76	16	9	2299
77	16	10	2300
78	16	11	2301
79	16	13	2303
80	16	14	2304
81	16	15	2305
82	18	1	2308
83	18	2	2309
84	18	3	2310
85	18	4	2311
86	18	5	2312
87	18	6	2313
88	18	7	2314
89	18	8	2315
90	18	9	2316
91	18	10	2317
92	18	11	2318
93	18	12	2319
94	18	13	2320
95	18	14	2321
96	18	15	2322
97	18	16	2323
98	18	17	2324
99	18	18	2325
100	18	19	2326
101	18	20	2327
102	18	21	2328
103	18	22	2329
104	18	23	2330
105	18	24	2331
106	18	25	2332
107	18	26	2333
108	18	27	2334
109	18	28	2335
110	18	29	2336
111	18	30	2337
112	18	31	2338
113	19	1	3844
114	19	2	3845
115	19	3	3846
116	19	4	3847
117	19	5	3848
118	19	6	3849
119	19	7	3850
120	19	8	3851
121	19	9	3852
122	19	10	3853
123	19	11	3854
