wait_index	producer	group	event_index
0	2	4294967295	159
1	1	4294967295	158
2	1	4294967295	158
3	3	4294967295	160
4	6	4294967295	929
5	7	4294967295	930
6	6	4294967295	929
7	7	4294967295	930
8	9	0	1443
9	9	1	1444
10	9	2	1445
11	9	3	1446
12	14	0	1719
13	14	1	1720
14	14	2	1721
15	14	3	1722
16	17	4294967295	1852
17	16	4294967295	1851
18	16	4294967295	1851
19	18	4294967295	1853
20	21	4294967295	2622
21	22	4294967295	2623
22	21	4294967295	2622
23	22	4294967295	2623
24	26	0	3268
25	26	1	3269
26	26	2	3270
27	26	3	3271
28	26	4	3272
29	26	5	3273
30	26	6	3274
31	26	7	3275
32	27	0	3276
33	27	1	3277
34	27	2	3278
35	27	3	3279
36	27	4	3280
37	27	5	3281
38	27	6	3282
39	27	7	3283
40	2	4294967295	159
41	1	4294967295	158
42	1	4294967295	158
43	3	4294967295	160
44	6	4294967295	929
45	7	4294967295	930
46	6	4294967295	929
47	7	4294967295	930
48	9	0	1443
49	9	1	1444
50	9	2	1445
51	9	3	1446
52	14	0	1719
53	14	1	1720
54	14	2	1721
55	14	3	1722
56	17	4294967295	1852
57	16	4294967295	1851
58	16	4294967295	1851
59	18	4294967295	1853
60	21	4294967295	2622
61	22	4294967295	2623
62	21	4294967295	2622
63	22	4294967295	2623
64	26	0	3268
65	26	1	3269
66	26	2	3270
67	26	3	3271
68	26	4	3272
69	26	5	3273
70	26	6	3274
71	26	7	3275
72	27	0	3276
73	27	1	3277
74	27	2	3278
75	27	3	3279
76	27	4	3280
77	27	5	3281
78	27	6	3282
79	27	7	3283
80	2	4294967295	159
81	1	4294967295	158
82	1	4294967295	158
83	3	4294967295	160
84	6	4294967295	929
85	7	4294967295	930
86	6	4294967295	929
87	7	4294967295	930
88	9	0	1443
89	9	1	1444
90	9	2	1445
91	9	3	1446
92	14	0	1719
93	14	1	1720
94	14	2	1721
95	14	3	1722
96	17	4294967295	1852
97	16	4294967295	1851
98	16	4294967295	1851
99	18	4294967295	1853
100	21	4294967295	2622
101	22	4294967295	2623
102	21	4294967295	2622
103	22	4294967295	2623
104	26	0	3268
105	26	1	3269
106	26	2	3270
107	26	3	3271
108	26	4	3272
109	26	5	3273
110	26	6	3274
111	26	7	3275
112	27	0	3276
113	27	1	3277
114	27	2	3278
115	27	3	3279
116	27	4	3280
117	27	5	3281
118	27	6	3282
119	27	7	3283
120	2	4294967295	159
121	1	4294967295	158
122	1	4294967295	158
123	3	4294967295	160
124	6	4294967295	929
125	7	4294967295	930
126	6	4294967295	929
127	7	4294967295	930
128	9	0	1443
129	9	1	1444
130	9	2	1445
131	9	3	1446
132	14	0	1719
133	14	1	1720
134	14	2	1721
135	14	3	1722
136	17	4294967295	1852
137	16	4294967295	1851
138	16	4294967295	1851
139	18	4294967295	1853
140	21	4294967295	2622
141	22	4294967295	2623
142	21	4294967295	2622
143	22	4294967295	2623
144	26	0	3268
145	26	1	3269
146	26	2	3270
147	26	3	3271
148	26	4	3272
149	26	5	3273
150	26	6	3274
151	26	7	3275
152	27	0	3276
153	27	1	3277
154	27	2	3278
155	27	3	3279
156	27	4	3280
157	27	5	3281
158	27	6	3282
159	27	7	3283
160	2	4294967295	159
161	1	4294967295	158
162	1	4294967295	158
163	3	4294967295	160
164	6	4294967295	929
165	7	4294967295	930
166	6	4294967295	929
167	7	4294967295	930
168	9	0	1443
169	9	1	1444
170	9	2	1445
171	9	3	1446
172	14	0	1719
173	14	1	1720
174	14	2	1721
175	14	3	1722
176	17	4294967295	1852
177	16	4294967295	1851
178	16	4294967295	1851
179	18	4294967295	1853
180	21	4294967295	2622
181	22	4294967295	2623
182	21	4294967295	2622
183	22	4294967295	2623
184	26	0	3268
185	26	1	3269
186	26	2	3270
187	26	3	3271
188	26	4	3272
189	26	5	3273
190	26	6	3274
191	26	7	3275
192	27	0	3276
193	27	1	3277
194	27	2	3278
195	27	3	3279
196	27	4	3280
197	27	5	3281
198	27	6	3282
199	27	7	3283
200	2	4294967295	159
201	1	4294967295	158
202	1	4294967295	158
203	3	4294967295	160
204	6	4294967295	929
205	7	4294967295	930
206	6	4294967295	929
207	7	4294967295	930
208	9	0	1443
209	9	1	1444
210	9	2	1445
211	9	3	1446
212	14	0	1719
213	14	1	1720
214	14	2	1721
215	14	3	1722
216	17	4294967295	1852
217	16	4294967295	1851
218	16	4294967295	1851
219	18	4294967295	1853
220	21	4294967295	2622
221	22	4294967295	2623
222	21	4294967295	2622
223	22	4294967295	2623
224	26	0	3268
225	26	1	3269
226	26	2	3270
227	26	3	3271
228	26	4	3272
229	26	5	3273
230	26	6	3274
231	26	7	3275
232	27	0	3276
233	27	1	3277
234	27	2	3278
235	27	3	3279
236	27	4	3280
237	27	5	3281
238	27	6	3282
239	27	7	3283
240	2	4294967295	159
241	1	4294967295	158
242	1	4294967295	158
243	3	4294967295	160
244	6	4294967295	929
245	7	4294967295	930
246	6	4294967295	929
247	7	4294967295	930
248	9	0	1443
249	9	1	1444
250	9	2	1445
251	9	3	1446
252	14	0	1719
253	14	1	1720
254	14	2	1721
255	14	3	1722
256	17	4294967295	1852
257	16	4294967295	1851
258	16	4294967295	1851
259	18	4294967295	1853
260	21	4294967295	2622
261	22	4294967295	2623
262	21	4294967295	2622
263	22	4294967295	2623
264	26	0	3268
265	26	1	3269
266	26	2	3270
267	26	3	3271
268	26	4	3272
269	26	5	3273
270	26	6	3274
271	26	7	3275
