slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1247	0	3310	1958	1838	120	6515	rmsnorm	8	1247	91	3219	1958
1	2	0	0	1	32	16	16	1	1536	1024	1024	10240	1024	1024	0	13312	2361	597	25827	2459	2238	221	31244	gemm	0	2361	14208	12216	2459
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1433	0	2050	161	43	118	3644	rope	0	1433	0	2050	161
3	4	128	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1631	0	2002	213	30	183	3846	rope	0	1631	0	2002	213
4	7	384	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1212	0	1292	155	30	125	2659	kvappend	0	1212	0	1292	155
5	8	0	5	0	0	0	0	1	0	1024	0	26624	0	0	0	27648	1991	0	65229	152	36	116	67372	attention	2	1991	58	65171	152
6	9	0	0	0	32	16	16	1	1536	1024	0	10240	1024	1024	0	12288	2287	614	24476	4077	3961	116	31454	gemm	0	2287	10710	14380	4077
7	10	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1431	0	4068	1311	1186	125	6810	rmsnorm	8	1431	98	3970	1311
8	11	0	0	0	32	16	16	1	1536	1024	0	9216	1024	1024	0	11264	2441	672	22727	2823	2704	119	28663	gemm	0	2441	13586	9813	2823
9	13	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1168	0	6639	154	36	118	7961	elementwise	0	1168	0	6639	154
10	14	0	0	0	32	16	16	1	1536	1024	0	16384	2048	1024	1024	19456	2432	672	40850	4213	3717	496	48167	gemm	0	2432	25123	16399	4213
11	15	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1427	0	3325	2267	2151	116	7019	rmsnorm	8	1427	91	3234	2267
12	17	0	0	0	32	16	16	1	1536	1024	0	8192	1024	1024	0	10240	2407	657	19656	2570	2273	297	25290	gemm	0	2407	11805	8508	2570
13	20	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	2159	0	1544	513	33	480	4216	rope	0	2159	0	1544	513
14	19	128	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1534	0	1573	158	41	117	3265	rope	0	1534	0	1573	158
15	21	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1246	0	1313	202	69	133	2761	kvappend	0	1246	0	1313	202
16	23	0	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	2069	0	65678	147	30	117	67894	attention	2	2069	84	65594	147
17	24	0	0	0	32	16	16	1	1536	1024	0	11264	1024	1024	0	13312	2457	986	27506	3510	3393	117	34459	gemm	0	2457	18860	9632	3510
18	25	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1468	0	3654	1592	1473	119	6714	rmsnorm	8	1468	101	3553	1592
19	26	0	0	0	32	16	16	1	1536	1024	1024	9216	1024	1024	0	12288	2831	772	23498	2797	2588	209	29898	gemm	0	2831	10974	13296	2797
20	28	0	4	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1769	0	7190	147	31	116	9106	elementwise	0	1769	0	7190	147
21	29	0	0	0	32	16	16	1	1536	1024	0	17408	1024	1024	0	19456	2431	660	43788	3635	3326	309	50514	gemm	0	2431	21771	22677	3635
22	30	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1424	0	3891	1510	1386	124	6825	rmsnorm	8	1424	94	3797	1510
23	32	0	0	0	32	16	16	1	1536	1024	1024	8192	1024	1024	0	11264	2548	680	20075	2793	2531	262	26096	gemm	0	2548	12862	7893	2793
24	35	0	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1476	0	2018	868	65	803	4362	rope	0	1476	0	2018	868
25	34	128	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1965	0	1401	152	34	118	3518	rope	0	1965	0	1401	152
26	37	384	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1449	0	1389	169	34	135	3007	kvappend	0	1449	0	1389	169
27	38	0	5	0	0	0	0	1	0	1024	0	26624	0	0	0	27648	1931	0	65117	155	32	123	67203	attention	2	1931	53	65064	155
28	39	0	0	0	32	16	16	1	1536	1024	1024	10240	1024	1024	0	13312	2408	712	26462	2861	2738	123	32443	gemm	0	2408	16673	10501	2861
29	40	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1660	0	3726	1813	1693	120	7199	rmsnorm	8	1660	91	3635	1813
30	42	0	0	0	32	16	16	1	1536	1024	0	9216	2048	1024	1024	12288	2478	660	22723	2820	2567	253	28681	gemm	0	2478	13138	10245	2820
31	43	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1109	0	6546	147	31	116	7802	elementwise	0	1109	0	6546	147
32	44	0	0	0	32	16	16	1	1536	1024	0	16384	1024	1024	0	18432	2430	676	40534	4065	3702	363	47705	gemm	0	2430	24438	16772	4065
33	45	0	1	0	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1377	0	3315	1940	1820	120	6632	rmsnorm	8	1377	89	3226	1940
34	47	0	0	0	32	16	16	1	1536	1024	1024	7168	2048	1024	1024	11264	2398	667	19988	2795	2497	298	25848	gemm	0	2398	13014	7641	2795
35	50	0	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1365	0	2141	171	36	135	3677	rope	0	1365	0	2141	171
36	49	256	2	0	0	0	0	1	0	0	0	0	0	0	0	0	799	0	1361	173	32	141	2333	rope	0	799	0	1361	173
37	51	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1490	0	1029	164	34	130	2683	kvappend	0	1490	0	1029	164
38	53	0	5	0	0	0	0	1	0	0	0	26624	0	0	0	26624	2068	0	64910	147	30	117	67125	attention	2	2068	53	64857	147
39	54	0	0	0	32	16	16	1	1536	1024	0	13312	2048	2048	0	16384	3481	628	33960	4382	4265	117	42451	gemm	0	3481	11192	23396	4382
