slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1186	0	3194	1922	1773	149	6302	rmsnorm	8	1186	89	3105	1922
1	2	0	0	1	32	16	32	1	3072	1024	0	8192	1024	1024	0	10240	2316	862	18793	2824	2683	141	24795	gemm	0	2316	6524	13131	2824
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1321	0	1746	167	33	134	3234	rope	0	1321	0	1746	167
3	6	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1083	0	1269	197	67	130	2549	kvappend	0	1083	0	1269	197
4	8	0	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	1807	0	65270	160	30	130	67237	attention	2	1807	70	65200	160
5	9	0	0	0	32	16	32	1	3072	2048	1024	10240	2048	2048	0	15360	4125	1811	27826	3678	3548	130	37440	gemm	0	4125	13799	15838	3678
6	10	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	833	0	4122	1553	1417	136	6508	rmsnorm	8	833	103	4019	1553
7	11	0	0	0	32	16	32	1	3072	1024	0	8192	1024	1024	0	10240	2408	916	20781	2438	2308	130	26543	gemm	0	2408	8167	13530	2438
8	13	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1551	0	6934	169	31	138	8654	elementwise	0	1551	0	6934	169
9	14	0	0	0	32	16	32	1	3072	1024	1024	13312	2048	2048	0	17408	2288	884	35226	3859	3488	371	42257	gemm	0	2288	14991	21119	3859
10	15	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1313	0	3501	2011	1872	139	6825	rmsnorm	8	1313	89	3412	2011
11	17	0	0	0	32	16	32	1	3072	1024	0	7168	1024	1024	0	9216	2218	924	17099	2689	2531	158	22930	gemm	0	2218	8352	9671	2689
