runtime_stage	logical_stage	logical_task	combine	price_ns	active_ctas_per_sm
0	0	0	0	2437.426445310427	4
0	0	1	0	2437.426445310427	4
0	0	2	0	2437.426445310427	4
0	0	3	0	2437.426445310427	4
0	0	4	0	2437.426445310427	4
0	0	5	0	2437.426445310427	4
0	0	6	0	2437.426445310427	4
0	0	7	0	2437.426445310427	4
0	0	8	0	2437.426445310427	4
0	0	9	0	2437.426445310427	4
0	0	10	0	2437.426445310427	4
0	0	11	0	2437.426445310427	4
0	0	12	0	2437.426445310427	4
0	0	13	0	2437.426445310427	4
0	0	14	0	2437.426445310427	4
0	0	15	0	2437.426445310427	4
0	0	16	0	2437.426445310427	4
0	0	17	0	2437.426445310427	4
0	0	18	0	2437.426445310427	4
0	0	19	0	2437.426445310427	4
0	0	20	0	2437.426445310427	4
0	0	21	0	2437.426445310427	4
0	0	22	0	2437.426445310427	4
0	0	23	0	2437.426445310427	4
0	0	24	0	2437.426445310427	4
0	0	25	0	2437.426445310427	4
0	0	26	0	2437.426445310427	4
0	0	27	0	2437.426445310427	4
0	0	28	0	2437.426445310427	4
0	0	29	0	2437.426445310427	4
0	0	30	0	2437.426445310427	4
0	0	31	0	2437.426445310427	4
0	0	32	0	2437.426445310427	4
0	0	33	0	2437.426445310427	4
0	0	34	0	2437.426445310427	4
0	0	35	0	2437.426445310427	4
0	0	36	0	2437.426445310427	4
0	0	37	0	2437.426445310427	4
0	0	38	0	2437.426445310427	4
0	0	39	0	2437.426445310427	4
0	0	40	0	2437.426445310427	4
0	0	41	0	2437.426445310427	4
0	0	42	0	2437.426445310427	4
0	0	43	0	2437.426445310427	4
0	0	44	0	2437.426445310427	4
0	0	45	0	2437.426445310427	4
0	0	46	0	2437.426445310427	4
0	0	47	0	2437.426445310427	4
0	0	48	0	2437.426445310427	4
0	0	49	0	2437.426445310427	4
0	0	50	0	2437.426445310427	4
0	0	51	0	2437.426445310427	4
0	0	52	0	2437.426445310427	4
0	0	53	0	2437.426445310427	4
0	0	54	0	2437.426445310427	4
0	0	55	0	2437.426445310427	4
0	0	56	0	2437.426445310427	4
0	0	57	0	2437.426445310427	4
0	0	58	0	2437.426445310427	4
0	0	59	0	2437.426445310427	4
0	0	60	0	2437.426445310427	4
0	0	61	0	2437.426445310427	4
0	0	62	0	2437.426445310427	4
0	0	63	0	2437.426445310427	4
0	0	64	0	2437.426445310427	4
0	0	65	0	2437.426445310427	4
0	0	66	0	2437.426445310427	4
0	0	67	0	2437.426445310427	4
0	0	68	0	2437.426445310427	4
0	0	69	0	2437.426445310427	4
0	0	70	0	2437.426445310427	4
0	0	71	0	2437.426445310427	4
0	0	72	0	2437.426445310427	4
0	0	73	0	2437.426445310427	4
0	0	74	0	2437.426445310427	4
0	0	75	0	2437.426445310427	4
0	0	76	0	2437.426445310427	4
0	0	77	0	2437.426445310427	4
0	0	78	0	2437.426445310427	4
0	0	79	0	2437.426445310427	4
0	0	80	0	2437.426445310427	4
0	0	81	0	2437.426445310427	4
0	0	82	0	2437.426445310427	4
0	0	83	0	2437.426445310427	4
0	0	84	0	2437.426445310427	4
0	0	85	0	2437.426445310427	4
0	0	86	0	2437.426445310427	4
0	0	87	0	2437.426445310427	4
0	0	88	0	2437.426445310427	4
0	0	89	0	2437.426445310427	4
0	0	90	0	2437.426445310427	4
0	0	91	0	2437.426445310427	4
0	0	92	0	2437.426445310427	4
0	0	93	0	2437.426445310427	4
0	0	94	0	2437.426445310427	4
0	0	95	0	2437.426445310427	4
0	0	96	0	2437.426445310427	4
0	0	97	0	2437.426445310427	4
0	0	98	0	2437.426445310427	4
0	0	99	0	2437.426445310427	4
0	0	100	0	2437.426445310427	4
0	0	101	0	2437.426445310427	4
0	0	102	0	2437.426445310427	4
0	0	103	0	2437.426445310427	4
0	0	104	0	2437.426445310427	4
0	0	105	0	2437.426445310427	4
0	0	106	0	2437.426445310427	4
0	0	107	0	2437.426445310427	4
0	0	108	0	2437.426445310427	4
0	0	109	0	2437.426445310427	4
0	0	110	0	2437.426445310427	4
0	0	111	0	2437.426445310427	4
0	0	112	0	2437.426445310427	4
0	0	113	0	2437.426445310427	4
0	0	114	0	2437.426445310427	4
0	0	115	0	2437.426445310427	4
0	0	116	0	2437.426445310427	4
0	0	117	0	2437.426445310427	4
0	0	118	0	2437.426445310427	4
0	0	119	0	2437.426445310427	4
0	0	120	0	2437.426445310427	4
0	0	121	0	2437.426445310427	4
0	0	122	0	2437.426445310427	4
0	0	123	0	2437.426445310427	4
0	0	124	0	2437.426445310427	4
0	0	125	0	2437.426445310427	4
0	0	126	0	2437.426445310427	4
0	0	127	0	2437.426445310427	4
1	1	0	0	3581.4687065892267	4
1	1	1	0	3581.4687065892267	4
1	1	2	0	3581.4687065892267	4
1	1	3	0	3581.4687065892267	4
1	1	4	0	3581.4687065892267	4
1	1	5	0	3581.4687065892267	4
1	1	6	0	3581.4687065892267	4
1	1	7	0	3581.4687065892267	4
1	1	8	0	3581.4687065892267	4
1	1	9	0	3581.4687065892267	4
1	1	10	0	3581.4687065892267	4
1	1	11	0	3581.4687065892267	4
1	1	12	0	3581.4687065892267	4
1	1	13	0	3581.4687065892267	4
1	1	14	0	3581.4687065892267	4
1	1	15	0	3581.4687065892267	4
1	1	16	0	3581.4687065892267	4
1	1	17	0	3581.4687065892267	4
1	1	18	0	3581.4687065892267	4
1	1	19	0	3581.4687065892267	4
1	1	20	0	3581.4687065892267	4
1	1	21	0	3581.4687065892267	4
1	1	22	0	3581.4687065892267	4
1	1	23	0	3581.4687065892267	4
1	1	24	0	3581.4687065892267	4
1	1	25	0	3581.4687065892267	4
1	1	26	0	3581.4687065892267	4
1	1	27	0	3581.4687065892267	4
1	1	28	0	3581.4687065892267	4
1	1	29	0	3581.4687065892267	4
1	1	30	0	3581.4687065892267	4
1	1	31	0	3581.4687065892267	4
1	1	32	0	3581.4687065892267	4
1	1	33	0	3581.4687065892267	4
1	1	34	0	3581.4687065892267	4
1	1	35	0	3581.4687065892267	4
1	1	36	0	3581.4687065892267	4
1	1	37	0	3581.4687065892267	4
1	1	38	0	3581.4687065892267	4
1	1	39	0	3581.4687065892267	4
1	1	40	0	3581.4687065892267	4
1	1	41	0	3581.4687065892267	4
1	1	42	0	3581.4687065892267	4
1	1	43	0	3581.4687065892267	4
1	1	44	0	3581.4687065892267	4
1	1	45	0	3581.4687065892267	4
1	1	46	0	3581.4687065892267	4
1	1	47	0	3581.4687065892267	4
1	1	48	0	3581.4687065892267	4
1	1	49	0	3581.4687065892267	4
1	1	50	0	3581.4687065892267	4
1	1	51	0	3581.4687065892267	4
1	1	52	0	3581.4687065892267	4
1	1	53	0	3581.4687065892267	4
1	1	54	0	3581.4687065892267	4
1	1	55	0	3581.4687065892267	4
1	1	56	0	3581.4687065892267	4
1	1	57	0	3581.4687065892267	4
1	1	58	0	3581.4687065892267	4
1	1	59	0	3581.4687065892267	4
1	1	60	0	3581.4687065892267	4
1	1	61	0	3581.4687065892267	4
1	1	62	0	3581.4687065892267	4
1	1	63	0	3581.4687065892267	4
1	1	64	0	3581.4687065892267	4
1	1	65	0	3581.4687065892267	4
1	1	66	0	3581.4687065892267	4
1	1	67	0	3581.4687065892267	4
1	1	68	0	3581.4687065892267	4
1	1	69	0	3581.4687065892267	4
1	1	70	0	3581.4687065892267	4
1	1	71	0	3581.4687065892267	4
1	1	72	0	3581.4687065892267	4
1	1	73	0	3581.4687065892267	4
1	1	74	0	3581.4687065892267	4
1	1	75	0	3581.4687065892267	4
1	1	76	0	3581.4687065892267	4
1	1	77	0	3581.4687065892267	4
1	1	78	0	3581.4687065892267	4
1	1	79	0	3581.4687065892267	4
1	1	80	0	3581.4687065892267	4
1	1	81	0	3581.4687065892267	4
1	1	82	0	3581.4687065892267	4
1	1	83	0	3581.4687065892267	4
1	1	84	0	3581.4687065892267	4
1	1	85	0	3581.4687065892267	4
1	1	86	0	3581.4687065892267	4
1	1	87	0	3581.4687065892267	4
1	1	88	0	3581.4687065892267	4
1	1	89	0	3581.4687065892267	4
1	1	90	0	3581.4687065892267	4
1	1	91	0	3581.4687065892267	4
1	1	92	0	3581.4687065892267	4
1	1	93	0	3581.4687065892267	4
1	1	94	0	3581.4687065892267	4
1	1	95	0	3581.4687065892267	4
1	1	96	0	3581.4687065892267	4
1	1	97	0	3581.4687065892267	4
1	1	98	0	3581.4687065892267	4
1	1	99	0	3581.4687065892267	4
1	1	100	0	3581.4687065892267	4
1	1	101	0	3581.4687065892267	4
1	1	102	0	3581.4687065892267	4
1	1	103	0	3581.4687065892267	4
1	1	104	0	3581.4687065892267	4
1	1	105	0	3581.4687065892267	4
1	1	106	0	3581.4687065892267	4
1	1	107	0	3581.4687065892267	4
1	1	108	0	3581.4687065892267	4
1	1	109	0	3581.4687065892267	4
1	1	110	0	3581.4687065892267	4
1	1	111	0	3581.4687065892267	4
1	1	112	0	3581.4687065892267	4
1	1	113	0	3581.4687065892267	4
1	1	114	0	3581.4687065892267	4
1	1	115	0	3581.4687065892267	4
1	1	116	0	3581.4687065892267	4
1	1	117	0	3581.4687065892267	4
1	1	118	0	3581.4687065892267	4
1	1	119	0	3581.4687065892267	4
1	1	120	0	3581.4687065892267	4
1	1	121	0	3581.4687065892267	4
1	1	122	0	3581.4687065892267	4
1	1	123	0	3581.4687065892267	4
1	1	124	0	3581.4687065892267	4
1	1	125	0	3581.4687065892267	4
1	1	126	0	3581.4687065892267	4
1	1	127	0	3581.4687065892267	4
1	1	128	0	3581.4687065892267	4
1	1	129	0	3581.4687065892267	4
1	1	130	0	3581.4687065892267	4
1	1	131	0	3581.4687065892267	4
1	1	132	0	3581.4687065892267	4
1	1	133	0	3581.4687065892267	4
1	1	134	0	3581.4687065892267	4
1	1	135	0	3581.4687065892267	4
1	1	136	0	3581.4687065892267	4
1	1	137	0	3581.4687065892267	4
1	1	138	0	3581.4687065892267	4
1	1	139	0	3581.4687065892267	4
1	1	140	0	3581.4687065892267	4
1	1	141	0	3581.4687065892267	4
1	1	142	0	3581.4687065892267	4
1	1	143	0	3581.4687065892267	4
1	1	144	0	3581.4687065892267	4
1	1	145	0	3581.4687065892267	4
1	1	146	0	3581.4687065892267	4
1	1	147	0	3581.4687065892267	4
1	1	148	0	3581.4687065892267	4
1	1	149	0	3581.4687065892267	4
1	1	150	0	3581.4687065892267	4
1	1	151	0	3581.4687065892267	4
1	1	152	0	3581.4687065892267	4
1	1	153	0	3581.4687065892267	4
1	1	154	0	3581.4687065892267	4
1	1	155	0	3581.4687065892267	4
1	1	156	0	3581.4687065892267	4
1	1	157	0	3581.4687065892267	4
1	1	158	0	3581.4687065892267	4
1	1	159	0	3581.4687065892267	4
1	1	160	0	3581.4687065892267	4
1	1	161	0	3581.4687065892267	4
1	1	162	0	3581.4687065892267	4
1	1	163	0	3581.4687065892267	4
1	1	164	0	3581.4687065892267	4
1	1	165	0	3581.4687065892267	4
1	1	166	0	3581.4687065892267	4
1	1	167	0	3581.4687065892267	4
1	1	168	0	3581.4687065892267	4
1	1	169	0	3581.4687065892267	4
1	1	170	0	3581.4687065892267	4
1	1	171	0	3581.4687065892267	4
1	1	172	0	3581.4687065892267	4
1	1	173	0	3581.4687065892267	4
1	1	174	0	3581.4687065892267	4
1	1	175	0	3581.4687065892267	4
1	1	176	0	3581.4687065892267	4
1	1	177	0	3581.4687065892267	4
1	1	178	0	3581.4687065892267	4
1	1	179	0	3581.4687065892267	4
1	1	180	0	3581.4687065892267	4
1	1	181	0	3581.4687065892267	4
1	1	182	0	3581.4687065892267	4
1	1	183	0	3581.4687065892267	4
1	1	184	0	3581.4687065892267	4
1	1	185	0	3581.4687065892267	4
1	1	186	0	3581.4687065892267	4
1	1	187	0	3581.4687065892267	4
1	1	188	0	3581.4687065892267	4
1	1	189	0	3581.4687065892267	4
1	1	190	0	3581.4687065892267	4
1	1	191	0	3581.4687065892267	4
1	1	192	0	3581.4687065892267	4
1	1	193	0	3581.4687065892267	4
1	1	194	0	3581.4687065892267	4
1	1	195	0	3581.4687065892267	4
1	1	196	0	3581.4687065892267	4
1	1	197	0	3581.4687065892267	4
1	1	198	0	3581.4687065892267	4
1	1	199	0	3581.4687065892267	4
1	1	200	0	3581.4687065892267	4
1	1	201	0	3581.4687065892267	4
1	1	202	0	3581.4687065892267	4
1	1	203	0	3581.4687065892267	4
1	1	204	0	3581.4687065892267	4
1	1	205	0	3581.4687065892267	4
1	1	206	0	3581.4687065892267	4
1	1	207	0	3581.4687065892267	4
1	1	208	0	3581.4687065892267	4
1	1	209	0	3581.4687065892267	4
1	1	210	0	3581.4687065892267	4
1	1	211	0	3581.4687065892267	4
1	1	212	0	3581.4687065892267	4
1	1	213	0	3581.4687065892267	4
1	1	214	0	3581.4687065892267	4
1	1	215	0	3581.4687065892267	4
1	1	216	0	3581.4687065892267	4
1	1	217	0	3581.4687065892267	4
1	1	218	0	3581.4687065892267	4
1	1	219	0	3581.4687065892267	4
1	1	220	0	3581.4687065892267	4
1	1	221	0	3581.4687065892267	4
1	1	222	0	3581.4687065892267	4
1	1	223	0	3581.4687065892267	4
1	1	224	0	3581.4687065892267	4
1	1	225	0	3581.4687065892267	4
1	1	226	0	3581.4687065892267	4
1	1	227	0	3581.4687065892267	4
1	1	228	0	3581.4687065892267	4
1	1	229	0	3581.4687065892267	4
1	1	230	0	3581.4687065892267	4
1	1	231	0	3581.4687065892267	4
1	1	232	0	3581.4687065892267	4
1	1	233	0	3581.4687065892267	4
1	1	234	0	3581.4687065892267	4
1	1	235	0	3581.4687065892267	4
1	1	236	0	3581.4687065892267	4
1	1	237	0	3581.4687065892267	4
1	1	238	0	3581.4687065892267	4
1	1	239	0	3581.4687065892267	4
1	1	240	0	3581.4687065892267	4
1	1	241	0	3581.4687065892267	4
1	1	242	0	3581.4687065892267	4
1	1	243	0	3581.4687065892267	4
1	1	244	0	3581.4687065892267	4
1	1	245	0	3581.4687065892267	4
1	1	246	0	3581.4687065892267	4
1	1	247	0	3581.4687065892267	4
1	1	248	0	3581.4687065892267	4
1	1	249	0	3581.4687065892267	4
1	1	250	0	3581.4687065892267	4
1	1	251	0	3581.4687065892267	4
1	1	252	0	3581.4687065892267	4
1	1	253	0	3581.4687065892267	4
1	1	254	0	3581.4687065892267	4
1	1	255	0	3581.4687065892267	4
1	1	256	0	3581.4687065892267	4
1	1	257	0	3581.4687065892267	4
1	1	258	0	3581.4687065892267	4
1	1	259	0	3581.4687065892267	4
1	1	260	0	3581.4687065892267	4
1	1	261	0	3581.4687065892267	4
1	1	262	0	3581.4687065892267	4
1	1	263	0	3581.4687065892267	4
1	1	264	0	3581.4687065892267	4
1	1	265	0	3581.4687065892267	4
1	1	266	0	3581.4687065892267	4
1	1	267	0	3581.4687065892267	4
1	1	268	0	3581.4687065892267	4
1	1	269	0	3581.4687065892267	4
1	1	270	0	3581.4687065892267	4
1	1	271	0	3581.4687065892267	4
1	1	272	0	3581.4687065892267	4
1	1	273	0	3581.4687065892267	4
1	1	274	0	3581.4687065892267	4
1	1	275	0	3581.4687065892267	4
1	1	276	0	3581.4687065892267	4
1	1	277	0	3581.4687065892267	4
1	1	278	0	3581.4687065892267	4
1	1	279	0	3581.4687065892267	4
1	1	280	0	3581.4687065892267	4
1	1	281	0	3581.4687065892267	4
1	1	282	0	3581.4687065892267	4
1	1	283	0	3581.4687065892267	4
1	1	284	0	3581.4687065892267	4
1	1	285	0	3581.4687065892267	4
1	1	286	0	3581.4687065892267	4
1	1	287	0	3581.4687065892267	4
1	1	288	0	3581.4687065892267	4
1	1	289	0	3581.4687065892267	4
1	1	290	0	3581.4687065892267	4
1	1	291	0	3581.4687065892267	4
1	1	292	0	3581.4687065892267	4
1	1	293	0	3581.4687065892267	4
1	1	294	0	3581.4687065892267	4
1	1	295	0	3581.4687065892267	4
1	1	296	0	3581.4687065892267	4
1	1	297	0	3581.4687065892267	4
1	1	298	0	3581.4687065892267	4
1	1	299	0	3581.4687065892267	4
1	1	300	0	3581.4687065892267	4
1	1	301	0	3581.4687065892267	4
1	1	302	0	3581.4687065892267	4
1	1	303	0	3581.4687065892267	4
1	1	304	0	3581.4687065892267	4
1	1	305	0	3581.4687065892267	4
1	1	306	0	3581.4687065892267	4
1	1	307	0	3581.4687065892267	4
1	1	308	0	3581.4687065892267	4
1	1	309	0	3581.4687065892267	4
1	1	310	0	3581.4687065892267	4
1	1	311	0	3581.4687065892267	4
1	1	312	0	3581.4687065892267	4
1	1	313	0	3581.4687065892267	4
1	1	314	0	3581.4687065892267	4
1	1	315	0	3581.4687065892267	4
1	1	316	0	3581.4687065892267	4
1	1	317	0	3581.4687065892267	4
1	1	318	0	3581.4687065892267	4
1	1	319	0	3581.4687065892267	4
1	1	320	0	3581.4687065892267	4
1	1	321	0	3581.4687065892267	4
1	1	322	0	3581.4687065892267	4
1	1	323	0	3581.4687065892267	4
1	1	324	0	3581.4687065892267	4
1	1	325	0	3581.4687065892267	4
1	1	326	0	3581.4687065892267	4
1	1	327	0	3581.4687065892267	4
1	1	328	0	3581.4687065892267	4
1	1	329	0	3581.4687065892267	4
1	1	330	0	3581.4687065892267	4
1	1	331	0	3581.4687065892267	4
1	1	332	0	3581.4687065892267	4
1	1	333	0	3581.4687065892267	4
1	1	334	0	3581.4687065892267	4
1	1	335	0	3581.4687065892267	4
1	1	336	0	3581.4687065892267	4
1	1	337	0	3581.4687065892267	4
1	1	338	0	3581.4687065892267	4
1	1	339	0	3581.4687065892267	4
1	1	340	0	3581.4687065892267	4
1	1	341	0	3581.4687065892267	4
1	1	342	0	3581.4687065892267	4
1	1	343	0	3581.4687065892267	4
1	1	344	0	3581.4687065892267	4
1	1	345	0	3581.4687065892267	4
1	1	346	0	3581.4687065892267	4
1	1	347	0	3581.4687065892267	4
1	1	348	0	3581.4687065892267	4
1	1	349	0	3581.4687065892267	4
1	1	350	0	3581.4687065892267	4
1	1	351	0	3581.4687065892267	4
1	1	352	0	3581.4687065892267	4
1	1	353	0	3581.4687065892267	4
1	1	354	0	3581.4687065892267	4
1	1	355	0	3581.4687065892267	4
1	1	356	0	3581.4687065892267	4
1	1	357	0	3581.4687065892267	4
1	1	358	0	3581.4687065892267	4
1	1	359	0	3581.4687065892267	4
