slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
0	0	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1158	0	2460	1919	1798	121	5537	0	0	0	0	0	0.0	0.0	0.0	0.0
1	4	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1337	0	1776	148	30	118	3261	0	0	0	0	0	0.0	0.0	0.0	0.0
2	7	128	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1328	0	1308	150	31	119	2786	0	0	0	0	0	0.0	0.0	0.0	0.0
3	8	256	5	0	0	0	0	1	0	1024	0	26624	0	0	0	27648	2209	0	66930	176	32	144	69315	0	0	0	0	0	0.0	0.0	0.0	0.0
4	11	128	0	0	32	16	16	1	1536	1024	0	17408	2048	1024	1024	20480	2477	928	44845	4183	2685	1498	52433	1	32	28920	14955	970	11295.970095169074	5841.3289340682395	378.8758987660443	535.5405946636661
5	15	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1270	0	2658	2015	1895	120	5943	0	0	0	0	0	0.0	0.0	0.0	0.0
6	19	0	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1381	0	2083	451	34	417	3915	0	0	0	0	0	0.0	0.0	0.0	0.0
7	22	128	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1507	0	1143	169	33	136	2819	0	0	0	0	0	0.0	0.0	0.0	0.0
8	23	256	5	0	0	0	0	1	0	1024	0	27648	0	0	0	28672	2202	0	67929	165	33	132	70296	0	0	0	0	0	0.0	0.0	0.0	0.0
9	26	128	0	0	32	16	16	1	1536	1024	0	14336	1024	1024	0	16384	2598	879	37115	3075	2638	437	43667	1	32	21036	15549	530	7892.775413928138	5834.035221105182	198.85771864336914	428.96283234479125
10	0	1	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1108	0	2500	2428	2311	117	6036	0	0	0	0	0	0.0	0.0	0.0	0.0
11	4	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1375	0	1780	149	30	119	3304	0	0	0	0	0	0.0	0.0	0.0	0.0
12	7	129	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1456	0	1023	156	33	123	2635	0	0	0	0	0	0.0	0.0	0.0	0.0
13	8	257	5	0	0	0	0	1	0	1024	0	27648	0	0	0	28672	2220	0	67837	196	58	138	70253	0	0	0	0	0	0.0	0.0	0.0	0.0
14	11	129	0	0	32	16	16	1	1536	1024	0	17408	2048	1024	1024	20480	1604	823	45057	3708	2362	1346	51192	1	32	30354	13937	766	12143.497421472106	5575.671198624786	306.44788248163775	553.7240193780278
15	15	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1352	0	2628	2032	1906	126	6012	0	0	0	0	0	0.0	0.0	0.0	0.0
16	19	1	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1459	0	1798	154	30	124	3411	0	0	0	0	0	0.0	0.0	0.0	0.0
17	22	129	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1476	0	1364	154	36	118	2994	0	0	0	0	0	0.0	0.0	0.0	0.0
18	23	257	5	0	0	0	0	1	0	1024	0	27648	0	0	0	28672	2387	0	67806	194	33	161	70387	0	0	0	0	0	0.0	0.0	0.0	0.0
19	26	129	0	0	32	16	16	1	1536	1024	0	14336	1024	1024	0	16384	1278	793	36791	3397	3036	361	42259	1	32	19389	16522	880	7517.200501668284	6405.652003123595	341.17986701057765	435.0891407747462
20	0	2	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1128	0	2533	1802	1682	120	5463	0	0	0	0	0	0.0	0.0	0.0	0.0
21	4	2	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1226	0	1831	481	31	450	3538	0	0	0	0	0	0.0	0.0	0.0	0.0
22	7	130	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1327	0	1121	162	38	124	2610	0	0	0	0	0	0.0	0.0	0.0	0.0
