slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	0	0	2048	1024	1024	0	3072	1155	0	3617	1963	1832	131	6735	rmsnorm	8	1155	101	3516	1963
1	2	0	0	1	32	16	32	1	3072	1024	1024	7168	1024	1024	0	10240	2319	942	19000	2569	2311	258	24830	gemm	0	2319	6952	12990	2569
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1360	0	1947	162	32	130	3469	rope	0	1360	0	1947	162
3	6	0	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	949	0	1288	353	31	322	2590	kvappend	0	949	0	1288	353
4	8	0	5	0	0	0	0	1	0	1024	0	26624	0	0	0	27648	1917	0	65617	164	31	133	67698	attention	2	1917	56	65561	164
5	9	0	0	0	32	16	32	1	3072	1024	0	11264	2048	2048	0	14336	2470	1978	28288	4287	4156	131	37023	gemm	0	2470	13930	16336	4287
6	10	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	790	0	4143	1468	1335	133	6401	rmsnorm	8	790	91	4052	1468
7	11	0	0	0	32	16	32	1	3072	1024	0	9216	1024	1024	0	11264	2248	753	21871	2735	2604	131	27607	gemm	0	2248	8047	14577	2735
8	13	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1134	0	6938	169	31	138	8241	elementwise	0	1134	0	6938	169
9	14	0	0	0	32	16	32	1	3072	1024	1024	13312	2048	2048	0	17408	2243	925	35564	3983	3845	138	42715	gemm	0	2243	15741	20748	3983
10	15	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1398	0	3300	2063	1932	131	6761	rmsnorm	8	1398	89	3211	2063
11	17	0	0	0	32	16	32	1	3072	1024	0	7168	1024	1024	0	9216	2182	1009	17600	2478	2201	277	23269	gemm	0	2182	8854	9755	2478
12	20	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1132	0	1617	200	71	129	2949	rope	0	1132	0	1617	200
13	21	0	3	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1655	0	1154	165	30	135	2974	kvappend	0	1655	0	1154	165
14	23	0	5	0	0	0	0	1	0	0	0	25600	0	0	0	25600	1919	0	64507	180	30	150	66606	attention	2	1919	52	64455	180
15	24	0	0	0	32	16	32	1	3072	1024	0	9216	1024	1024	0	11264	2933	929	21751	3802	3672	130	29415	gemm	0	2933	12936	9744	3802
16	25	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1605	0	2999	1977	1843	134	6581	rmsnorm	8	1605	91	2908	1977
17	26	0	0	0	32	16	32	1	3072	1024	0	7168	2048	2048	0	10240	1431	866	18816	3386	3152	234	24499	gemm	0	1431	8612	11070	3386
18	28	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1273	0	6762	159	30	129	8194	elementwise	0	1273	0	6762	159
19	29	0	0	0	32	16	32	1	3072	1024	0	13312	2048	2048	0	16384	2256	869	33655	4256	3902	354	41036	gemm	0	2256	15253	19271	4256
20	0	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1162	0	3374	1922	1779	143	6458	rmsnorm	8	1162	93	3281	1922
21	2	1	0	0	32	16	32	1	3072	0	1024	7168	1024	1024	0	9216	2221	933	19206	2309	2092	217	24669	gemm	0	2221	7076	13063	2309
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1313	0	1925	165	35	130	3403	rope	0	1313	0	1925	165
23	6	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1205	0	847	170	30	140	2222	kvappend	0	1205	0	847	170
24	8	1	5	0	0	0	0	1	0	1024	0	26624	0	0	0	27648	1985	0	65545	162	30	132	67692	attention	2	1985	55	65490	162
25	9	1	0	0	32	16	32	1	3072	2048	0	11264	2048	2048	0	15360	3395	1930	28470	3900	3725	175	37695	gemm	0	3395	11901	18499	3900
26	10	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1337	0	4173	2233	2099	134	7743	rmsnorm	8	1337	90	4083	2233
27	11	1	0	0	32	16	32	1	3072	0	1024	8192	1024	1024	0	10240	2259	590	21167	2247	2114	133	26263	gemm	0	2259	7994	13763	2247
28	13	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1123	0	7058	197	30	167	8378	elementwise	0	1123	0	7058	197
29	14	1	0	0	32	16	32	1	3072	1024	1024	14336	1024	1024	0	17408	2267	1014	36358	3551	3369	182	43190	gemm	0	2267	15427	21945	3551
30	15	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1658	0	3310	1718	1581	137	6686	rmsnorm	8	1658	97	3213	1718
31	17	1	0	0	32	16	32	1	3072	1024	0	7168	1024	1024	0	9216	2222	956	18048	2034	1747	287	23260	gemm	0	2222	7724	11280	2034
32	20	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1164	0	1573	165	31	134	2902	rope	0	1164	0	1573	165
