event_index	stage	group	fanin	publish_ns
0	0	4294967295	0	0
1	1	4294967295	0	0
2	2	4294967295	0	0
3	3	4294967295	0	0
4	4	4294967295	0	0
5	5	4294967295	0	0
6	6	4294967295	0	0
7	7	4294967295	0	0
8	8	4294967295	0	0
9	9	4294967295	0	0
10	10	4294967295	0	0
11	11	4294967295	0	0
12	12	4294967295	0	0
13	13	4294967295	0	0
14	14	4294967295	0	0
15	15	4294967295	0	0
16	16	4294967295	0	0
17	17	4294967295	0	0
18	18	4294967295	0	0
19	19	4294967295	0	0
20	20	4294967295	0	0
21	21	4294967295	0	0
22	22	4294967295	0	0
23	23	4294967295	0	0
24	24	4294967295	0	0
25	25	4294967295	0	0
26	26	4294967295	0	0
27	27	4294967295	0	0
28	28	4294967295	0	0
29	29	4294967295	0	0
30	30	4294967295	0	0
31	31	4294967295	0	0
32	32	4294967295	0	0
33	33	4294967295	0	0
34	34	4294967295	0	0
35	35	4294967295	0	0
36	36	4294967295	0	0
37	37	4294967295	0	0
38	38	4294967295	0	0
39	39	4294967295	0	0
40	40	4294967295	0	0
41	41	4294967295	0	0
42	42	4294967295	0	0
43	43	4294967295	0	0
44	44	4294967295	0	0
45	45	4294967295	0	0
46	46	4294967295	0	0
47	47	4294967295	0	0
48	48	4294967295	0	0
49	49	4294967295	0	0
50	50	4294967295	0	0
51	51	4294967295	0	0
52	52	4294967295	0	0
53	53	4294967295	0	0
54	54	4294967295	0	0
55	55	4294967295	0	0
56	56	4294967295	0	0
57	57	4294967295	0	0
58	58	4294967295	0	0
59	59	4294967295	0	0
60	0	0	1	0
61	0	1	1	0
62	0	2	1	0
63	0	3	1	0
64	1	4294967295	4	0
65	2	4294967295	4	0
66	3	4294967295	4	0
67	4	0	1	0
68	4	1	1	0
69	4	2	1	0
70	4	3	1	0
71	4	4	1	0
72	4	5	1	0
73	4	6	1	0
74	4	7	1	0
75	4	8	1	0
76	4	9	1	0
77	4	10	1	0
78	4	11	1	0
79	4	12	1	0
80	4	13	1	0
81	4	14	1	0
82	4	15	1	0
83	5	0	1	0
84	5	1	1	0
85	5	2	1	0
86	5	3	1	0
87	5	4	1	0
88	5	5	1	0
89	5	6	1	0
90	5	7	1	0
91	5	8	1	0
92	5	9	1	0
93	5	10	1	0
94	5	11	1	0
95	5	12	1	0
96	5	13	1	0
97	5	14	1	0
98	5	15	1	0
99	6	4294967295	16	0
100	7	4294967295	16	0
101	8	0	1	0
102	8	1	1	0
103	8	2	1	0
104	8	3	1	0
105	8	4	1	0
106	8	5	1	0
107	8	6	1	0
108	8	7	1	0
109	8	8	1	0
110	8	9	1	0
111	8	10	1	0
112	8	11	1	0
113	8	12	1	0
114	8	13	1	0
115	8	14	1	0
116	8	15	1	0
117	9	0	1	0
118	9	1	1	0
119	9	2	1	0
120	9	3	1	0
121	10	0	1	0
122	10	1	1	0
123	10	2	1	0
124	10	3	1	0
125	11	0	1	0
126	11	1	1	0
127	11	2	1	0
128	11	3	1	0
129	11	4	1	0
130	11	5	1	0
131	11	6	1	0
132	11	7	1	0
133	12	0	1	0
134	12	1	1	0
135	12	2	1	0
136	12	3	1	0
137	12	4	1	0
138	12	5	1	0
139	12	6	1	0
140	12	7	1	0
141	13	0	1	0
142	13	1	1	0
143	13	2	1	0
144	13	3	1	0
145	14	0	1	0
146	14	1	1	0
147	14	2	1	0
148	14	3	1	0
149	15	0	1	0
150	15	1	1	0
151	15	2	1	0
152	15	3	1	0
153	16	4294967295	4	0
154	17	4294967295	4	0
155	18	4294967295	4	0
156	19	0	1	0
157	19	1	1	0
158	19	2	1	0
159	19	3	1	0
160	19	4	1	0
161	19	5	1	0
162	19	6	1	0
163	19	7	1	0
164	19	8	1	0
165	19	9	1	0
166	19	10	1	0
167	19	11	1	0
168	19	12	1	0
169	19	13	1	0
170	19	14	1	0
171	19	15	1	0
172	20	0	1	0
173	20	1	1	0
174	20	2	1	0
175	20	3	1	0
176	20	4	1	0
177	20	5	1	0
178	20	6	1	0
179	20	7	1	0
180	20	8	1	0
181	20	9	1	0
182	20	10	1	0
183	20	11	1	0
184	20	12	1	0
185	20	13	1	0
186	20	14	1	0
187	20	15	1	0
