space	tasks	nominal_read_bytes	nominal_write_bytes	physical_read_bytes	physical_write_bytes	no_producer_read_bytes	produced_read_bytes	external_write_bytes
l0.s00.embed	16	65664	65536	65664	65536	65664	0	0
l0.s01.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s02.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s02.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s03.proj	256	12582912	524288	8388608	262144	4194304	4194304	0
l0.s03.proj.combine	64	262144	32768	262144	32768	0	262144	0
l0.s04.qknorm	256	1114112	65536	1114112	65536	65536	1048576	0
l0.s05.qknorm	128	294912	32768	294912	32768	32768	262144	0
l0.s06.proj	256	12582912	524288	8388608	262144	4194304	4194304	0
l0.s06.proj.combine	64	262144	32768	262144	32768	0	262144	0
l0.s07.rope	256	98304	65536	98304	65536	32768	65536	0
l0.s08.rope	128	49152	32768	49152	32768	16384	32768	0
l0.s09.append	128	32768	32768	32768	32768	0	32768	32768
l0.s10.append	128	32768	32768	32768	32768	0	32768	32768
l0.s11.attn	256	2064384	65536	2064384	65536	393216	1671168	0
l0.s12.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s12.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s13.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s14.proj	1536	75497472	3145728	50331648	1572864	25165824	25165824	0
l0.s14.proj.combine	384	1572864	196608	1572864	196608	0	1572864	0
l0.s15.proj	1536	75497472	3145728	50331648	1572864	25165824	25165824	0
l0.s15.proj.combine	384	1572864	196608	1572864	196608	0	1572864	0
l0.s16.act	16	393216	196608	393216	196608	0	393216	0
l0.s17.proj	512	75497472	1048576	50331648	524288	25165824	25165824	0
l0.s17.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s18.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s19.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s19.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s20.proj	256	12582912	524288	8388608	262144	4194304	4194304	0
l0.s20.proj.combine	64	262144	32768	262144	32768	0	262144	0
l0.s21.qknorm	256	1114112	65536	1114112	65536	65536	1048576	0
l0.s22.qknorm	128	294912	32768	294912	32768	32768	262144	0
l0.s23.proj	256	12582912	524288	8388608	262144	4194304	4194304	0
l0.s23.proj.combine	64	262144	32768	262144	32768	0	262144	0
l0.s24.rope	256	98304	65536	98304	65536	32768	65536	0
l0.s25.rope	128	49152	32768	49152	32768	16384	32768	0
l0.s26.append	128	32768	32768	32768	32768	0	32768	32768
l0.s27.append	128	32768	32768	32768	32768	0	32768	32768
l0.s28.attn	256	2064384	65536	2064384	65536	393216	1671168	0
l0.s29.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s29.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s30.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s31.proj	1536	75497472	3145728	50331648	1572864	25165824	25165824	0
