slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1227	0	3094	1980	1859	121	6301	rmsnorm	8	1227	91	3003	1980
1	2	0	0	1	32	16	16	1	1536	1024	1024	10240	1024	1024	0	13312	2379	616	25413	2281	1989	292	30689	gemm	0	2379	14208	11821	2281
2	5	0	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1360	0	2082	503	30	473	3945	rope	0	1360	0	2082	503
3	4	128	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1423	0	1928	184	30	154	3535	rope	0	1423	0	1928	184
4	7	384	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1604	0	1190	149	30	119	2943	kvappend	0	1604	0	1190	149
5	8	0	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	2219	0	65863	162	39	123	68244	attention	2	2219	53	65810	162
6	9	0	0	0	32	16	16	1	1536	1024	0	9216	2048	1024	1024	12288	2871	668	24408	3008	2719	289	30955	gemm	0	2871	10431	14645	3008
7	10	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1429	0	3713	1693	1568	125	6835	rmsnorm	8	1429	94	3619	1693
8	11	0	0	0	32	16	16	1	1536	1024	0	9216	2048	2048	0	12288	2428	661	23294	2944	2821	123	29327	gemm	0	2428	14135	9820	2944
9	13	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1154	0	6542	147	30	117	7843	elementwise	0	1154	0	6542	147
10	14	0	0	0	32	16	16	1	1536	1024	0	16384	2048	2048	0	19456	2340	660	41293	4468	4349	119	48761	gemm	0	2340	25074	16879	4468
11	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1391	0	3285	2015	1894	121	6691	rmsnorm	8	1391	89	3196	2015
12	17	0	0	0	32	16	16	1	1536	1024	0	8192	1024	1024	0	10240	2410	594	19618	2647	2383	264	25269	gemm	0	2410	11799	8413	2647
13	20	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1442	0	1828	354	32	322	3624	rope	0	1442	0	1828	354
14	19	128	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1480	0	1637	153	31	122	3270	rope	0	1480	0	1637	153
15	21	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1489	0	1305	155	30	125	2949	kvappend	0	1489	0	1305	155
16	23	0	5	0	0	0	0	1	0	0	0	26624	0	0	0	26624	2029	0	65722	148	30	118	67899	attention	2	2029	53	65669	148
17	24	0	0	0	32	16	16	1	1536	1024	0	11264	1024	1024	0	13312	2422	991	27035	3748	3631	117	34196	gemm	0	2422	17946	10080	3748
18	25	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1567	0	3829	1611	1491	120	7007	rmsnorm	8	1567	94	3735	1611
19	26	0	0	0	32	16	16	1	1536	1024	1024	9216	1024	1024	0	12288	2668	660	22793	2858	2516	342	28979	gemm	0	2668	13573	9880	2858
20	28	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1457	0	7161	147	31	116	8765	elementwise	0	1457	0	7161	147
21	29	0	0	0	32	16	16	1	1536	1024	0	17408	2048	1024	1024	20480	2439	677	43227	3478	3362	116	49821	gemm	0	2439	22503	21401	3478
22	30	0	1	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1636	0	3738	1382	1263	119	6756	rmsnorm	8	1636	95	3643	1382
23	32	0	0	0	32	16	16	1	1536	1024	0	8192	2048	2048	0	11264	2419	659	20426	2893	2775	118	26397	gemm	0	2419	12757	8328	2893
24	35	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1845	0	1717	691	30	661	4253	rope	0	1845	0	1717	691
25	34	128	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1448	0	2012	146	30	116	3606	rope	0	1448	0	2012	146
26	37	384	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1522	0	1383	152	34	118	3057	kvappend	0	1522	0	1383	152
27	38	0	5	0	0	0	0	1	0	1024	0	24576	0	0	0	25600	2016	0	62091	152	32	120	64259	attention	2	2016	59	62032	152
28	39	0	0	0	32	16	16	1	1536	1024	0	10240	2048	1024	1024	13312	2330	736	27153	3037	2760	277	33256	gemm	0	2330	17530	10359	3037
29	40	0	1	0	0	0	0	1	0	0	0	2048	1024	0	1024	3072	1573	0	3574	1838	1716	122	6985	rmsnorm	8	1573	96	3478	1838
30	42	0	0	0	32	16	16	1	1536	0	1024	9216	1024	1024	0	11264	2361	995	22412	2856	2651	205	28624	gemm	0	2361	13306	10101	2856
31	43	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1335	0	6870	148	30	118	8353	elementwise	0	1335	0	6870	148
32	44	0	0	0	32	16	16	1	1536	1024	0	16384	2048	2048	0	19456	1759	648	41120	3963	3666	297	47490	gemm	0	1759	24973	16795	3963
33	45	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1320	0	3093	1988	1866	122	6401	rmsnorm	8	1320	89	3004	1988
34	47	0	0	0	32	16	16	1	1536	1024	1024	7168	2048	1024	1024	11264	2364	664	19781	2835	2544	291	25644	gemm	0	2364	12746	7699	2835
35	50	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1452	0	1943	304	32	272	3699	rope	0	1452	0	1943	304
36	49	256	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1502	0	2062	149	32	117	3713	rope	0	1502	0	2062	149
37	51	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1504	0	1189	153	35	118	2846	kvappend	0	1504	0	1189	153
38	53	0	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	1998	0	65898	149	32	117	68045	attention	2	1998	54	65844	149
39	54	0	0	0	32	16	16	1	1536	1024	1024	13312	1024	1024	0	16384	3341	641	33368	4254	4138	116	41604	gemm	0	3341	11078	22931	4254
40	55	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	650	0	4922	937	780	157	6509	rmsnorm	8	650	90	4832	937
41	57	0	0	0	32	16	16	1	1536	1024	0	10240	1024	1024	0	12288	2228	1160	25604	2813	2659	154	31805	gemm	0	2228	14887	11877	2813
42	58	0	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1103	0	6790	155	30	125	8048	elementwise	0	1103	0	6790	155
43	59	0	0	0	32	16	16	1	1536	1024	0	16384	2048	1024	1024	19456	2371	666	39932	4087	3943	144	47056	gemm	0	2371	24759	15839	4087
44	0	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1231	0	3333	1715	1589	126	6279	rmsnorm	8	1231	105	3228	1715
45	2	1	0	0	32	16	16	1	1536	1024	1024	10240	1024	1024	0	13312	2515	632	25576	2041	1768	273	30764	gemm	0	2515	14017	12191	2041
46	5	1	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1309	0	2148	439	30	409	3896	rope	0	1309	0	2148	439
47	4	129	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1439	0	1736	148	30	118	3323	rope	0	1439	0	1736	148
48	7	385	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1658	0	1123	147	31	116	2928	kvappend	0	1658	0	1123	147
49	8	1	5	0	0	0	0	1	0	1024	0	26624	0	0	0	27648	2118	0	66553	411	30	381	69082	attention	2	2118	53	66500	411
50	9	1	0	0	32	16	16	1	1536	1024	0	9216	2048	1024	1024	12288	2982	647	23762	3583	3304	279	30974	gemm	0	2982	14417	9992	3583
51	10	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1394	0	3426	2187	2069	118	7007	rmsnorm	8	1394	96	3330	2187
52	11	1	0	0	32	16	16	1	1536	1024	0	10240	1024	0	1024	12288	2461	673	23588	2440	2162	278	29162	gemm	0	2461	13561	10700	2440
53	13	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1673	0	6347	160	32	128	8180	elementwise	0	1673	0	6347	160
