slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572716011077632	52840341408499	1789572716011078656	52840341409869	1789572716011078656	52840341409869	1789572716011079680	52840341412294	1789572716011080704	52840341414104	1789572716011080704	52840341414234	0	0	0	0
1	0	32	16	64	1	6144	1789572716011081728	52840341419046	1789572716011082752	52840341421257	1789572716011083776	52840341422364	1789572716011086848	52840341431681	1789572716011087872	52840341432665	1789572716011087872	52840341432794	52840341422390	52840341431587	1665	8
2	2	0	0	0	1	0	1789572716011089920	52840341438140	1789572716011089920	52840341439436	1789572716011089920	52840341439436	1789572716011090944	52840341441070	1789572716011090944	52840341441100	1789572716011090944	52840341441229	0	0	0	0
3	3	0	0	0	1	0	1789572716011092992	52840341444999	1789572716011092992	52840341446119	1789572716011092992	52840341446119	1789572716011092992	52840341447097	1789572716011092992	52840341447127	1789572716011092992	52840341447258	0	0	0	0
4	5	0	0	0	1	0	1789572716011095040	52840341452594	1789572716011096064	52840341454272	1789572716011096064	52840341454272	1789572716011099136	52840341462846	1789572716011099136	52840341462876	1789572716011099136	52840341463005	0	0	0	0
5	0	32	16	64	1	6144	1789572716011101184	52840341468164	1789572716011102208	52840341470362	1789572716011103232	52840341471472	1789572716011106304	52840341480833	1789572716011107328	52840341482522	1789572716011107328	52840341482652	52840341471498	52840341480739	1647	8
6	1	0	0	0	1	0	1789572716011109376	52840341488000	1789572716011110400	52840341489358	1789572716011110400	52840341489358	1789572716011111424	52840341491673	1789572716011111424	52840341493463	1789572716011111424	52840341493592	0	0	0	0
7	0	32	16	64	1	6144	1789572716011113472	52840341498180	1789572716011114496	52840341500340	1789572716011114496	52840341501437	1789572716011118592	52840341510721	1789572716011118592	52840341511887	1789572716011119616	52840341512188	52840341501463	52840341510627	1883	8
8	4	0	0	0	1	0	1789572716011121664	52840341517393	1789572716011121664	52840341518706	1789572716011121664	52840341518706	1789572716011124736	52840341525111	1789572716011124736	52840341525141	1789572716011124736	52840341525270	0	0	0	0
9	0	32	16	64	1	6144	1789572716011126784	52840341530338	1789572716011126784	52840341532504	1789572716011127808	52840341533612	1789572716011134976	52840341551882	1789572716011136000	52840341553687	1789572716011136000	52840341553818	52840341533638	52840341551788	3086	16
10	1	0	0	0	1	0	1789572716011138048	52840341559039	1789572716011138048	52840341560335	1789572716011138048	52840341560335	1789572716011139072	52840341562650	1789572716011140096	52840341564445	1789572716011140096	52840341564574	0	0	0	0
