tensor	source	read_bytes	write_bytes	read_polynomial	write_polynomial
p_layers_7_up_proj_weight	weight	33554432	0	{ 33554432 }	{ 0 }
p_layers_7_v_proj_weight	weight	2097152	0	{ 2097152 }	{ 0 }
p_layers_8_down_proj_weight	weight	33554432	0	{ 33554432 }	{ 0 }
p_layers_8_gate_proj_weight	weight	33554432	0	{ 33554432 }	{ 0 }
p_layers_8_input_norm_weight	weight	4096	0	{ 4096 }	{ 0 }
p_layers_8_k_proj_weight	weight	2097152	0	{ 2097152 }	{ 0 }
p_layers_8_o_proj_weight	weight	8388608	0	{ 8388608 }	{ 0 }
p_layers_8_post_norm_weight	weight	4096	0	{ 4096 }	{ 0 }
p_layers_8_q_proj_weight	weight	8388608	0	{ 8388608 }	{ 0 }
p_layers_8_up_proj_weight	weight	33554432	0	{ 33554432 }	{ 0 }
p_layers_8_v_proj_weight	weight	2097152	0	{ 2097152 }	{ 0 }
p_layers_9_down_proj_weight	weight	33554432	0	{ 33554432 }	{ 0 }
p_layers_9_gate_proj_weight	weight	33554432	0	{ 33554432 }	{ 0 }
p_layers_9_input_norm_weight	weight	4096	0	{ 4096 }	{ 0 }
p_layers_9_k_proj_weight	weight	2097152	0	{ 2097152 }	{ 0 }
p_layers_9_o_proj_weight	weight	8388608	0	{ 8388608 }	{ 0 }
p_layers_9_post_norm_weight	weight	4096	0	{ 4096 }	{ 0 }
p_layers_9_q_proj_weight	weight	8388608	0	{ 8388608 }	{ 0 }
p_layers_9_up_proj_weight	weight	33554432	0	{ 33554432 }	{ 0 }
p_layers_9_v_proj_weight	weight	2097152	0	{ 2097152 }	{ 0 }
p_lm_head_weight	weight	525336576	0	{ 525336576 }	{ 0 }
